0 954
56 158 51548
56 678 69332
56 527 79855
56 949 56703
56 113 48732
56 316 61531
56 937 39718
56 151 35953
56 727 41642
56 214 84341
56 461 25230
56 886 46452
56 864 29804
56 159 11014
56 942 13060
56 54 56080
56 19 85073
56 530 14015
56 615 84601
56 653 47359
56 557 23324
56 354 59437
56 525 42488
56 363 77080
56 651 49803
56 777 40065
56 378 66310
56 467 35629
56 373 81060
56 927 80951
56 362 62351
56 85 78901
56 299 63655
56 224 63433
56 472 29536
56 847 36253
56 248 66150
56 138 17065
56 596 95574
56 114 53704
56 889 38506
56 888 78245
56 667 18234
56 618 71879
56 614 12794
56 393 97911
56 324 87898
56 570 5281
56 608 93486
56 429 39109
56 642 36626
56 274 51919
56 281 55744
56 464 540
56 814 64870
56 284 87608
56 562 45884
56 936 2417
56 13 68342
56 222 23255
56 409 46260
56 518 2017
56 149 44937
56 131 9425
56 670 4193
56 904 72922
56 818 10952
56 258 78085
56 265 91715
56 489 83241
56 746 2420
56 425 17867
56 253 52750
56 539 40289
56 668 75921
56 662 19860
56 616 54440
56 167 6142
56 196 81544
56 327 42618
56 588 82797
56 282 97764
56 843 36538
56 629 42831
56 291 60145
56 170 42090
56 692 3053
56 660 21601
56 465 1630
56 519 89613
56 106 22607
56 872 52637
56 330 22440
56 448 91320
56 318 65174
56 155 63758
56 177 60293
56 855 7018
56 572 69827
56 328 58246
56 496 26998
56 333 92171
56 133 17400
56 364 58340
56 739 51631
56 59 81641
56 418 35070
56 700 82807
56 617 42456
56 254 34653
56 51 62599
56 407 38575
56 110 41535
56 410 60692
56 561 74470
56 452 21356
56 674 49021
56 711 10029
56 268 77358
56 619 52808
56 576 81850
56 882 88290
56 695 30318
56 789 99863
56 79 8225
56 125 92537
56 28 76323
56 483 21068
56 309 98236
56 645 88652
56 419 58262
56 902 92984
56 404 78221
56 444 24456
56 92 87087
56 384 97663
56 130 75185
56 603 17708
56 709 85389
56 250 34497
56 672 52819
56 132 28856
56 593 14339
56 178 71131
57 477 29392
57 335 77393
57 612 29404
57 727 51385
57 111 9385
57 48 32481
57 64 73936
57 399 57943
57 912 71287
57 162 14267
57 664 76512
57 50 3550
57 790 21185
57 796 79117
57 672 70320
57 545 49036
57 844 16513
57 427 11358
57 458 24015
57 805 16885
57 687 87147
57 815 26426
57 202 19698
57 428 3456
57 152 64795
57 68 26293
57 341 44746
57 576 67533
57 62 28455
57 70 38672
57 250 70266
57 175 20270
57 343 33805
57 581 103
57 65 68720
57 352 30665
57 109 24159
57 526 33659
57 868 3857
57 673 94171
57 852 33433
57 28 36994
57 644 84291
57 302 18392
57 658 75081
57 120 22938
57 331 44951
57 364 21191
57 775 74834
57 400 52925
57 304 54632
57 280 32124
57 602 55349
57 567 2896
57 587 62242
57 942 2685
57 585 47210
57 144 36465
57 146 32423
57 185 39016
57 516 89596
57 321 14919
57 949 79073
57 751 48430
57 624 66010
57 908 64642
57 274 14554
57 517 80266
57 249 64320
57 5 35772
57 356 52194
57 376 58500
57 386 58134
57 754 97708
57 247 39214
57 440 78620
57 261 37040
57 569 55946
57 412 80813
57 46 12839
57 809 16182
57 572 8970
57 820 39766
57 795 93269
57 642 9581
57 740 29271
57 460 44050
57 867 50483
57 856 29905
57 203 3330
57 792 97535
57 562 88875
58 417 21408
58 639 39107
58 780 45151
58 150 58026
58 650 80054
58 476 15933
58 914 82223
58 764 31686
58 339 67310
58 117 90378
58 783 6410
58 842 94656
58 275 92661
58 126 3124
58 526 26950
58 920 66994
58 337 82382
58 153 66618
58 240 54628
58 797 66548
58 574 97284
58 794 37097
58 79 22093
58 73 59578
58 401 24709
58 404 54153
58 262 39286
58 518 36707
58 257 3235
58 763 779
58 534 2383
58 533 11246
58 913 61352
58 868 18857
58 199 95884
58 717 43083
58 904 28350
58 523 1761
58 141 70929
58 93 54233
58 916 90290
58 597 6592
58 651 58168
58 50 99530
58 444 89066
58 952 43070
58 261 35731
58 470 94525
58 618 41333
58 873 62225
58 641 56062
58 105 65942
58 607 11204
58 62 16995
58 669 78302
58 934 8009
58 384 50632
58 927 43774
58 854 25123
58 778 84776
58 201 49502
58 67 17588
58 936 73759
58 92 84470
58 946 76038
58 486 59260
58 823 31056
58 222 11552
58 719 84954
58 11 23801
58 259 59139
58 294 72477
58 281 16766
58 772 1508
58 917 94109
58 895 13435
58 595 3319
58 677 52738
58 646 54786
58 565 54039
58 110 31516
58 208 50243
58 366 88147
58 455 25784
58 856 27892
58 514 18238
58 75 73971
58 762 95257
58 785 71793
58 544 38657
58 640 15835
58 891 27858
58 119 36095
58 727 89165
58 931 80190
58 818 16784
58 738 61335
58 718 96636
58 716 5946
58 285 21499
58 567 14525
58 576 55008
58 51 4248
58 484 41679
58 315 17762
58 68 23405
58 685 84136
58 423 37818
58 656 51977
58 7 18889
58 414 70860
58 442 84842
58 553 41817
58 333 18387
58 850 44035
58 120 59067
58 683 71601
58 731 11160
58 743 11393
58 4 36413
58 367 19930
58 647 93031
58 465 80129
58 940 39862
58 184 53106
58 504 59698
58 363 40422
58 39 31041
58 5 97794
58 140 3868
58 558 11536
58 907 55683
58 164 63908
58 296 88025
58 784 46795
58 816 34801
58 323 90458
58 893 68097
58 133 65916
58 498 71375
58 388 60817
58 381 76182
58 130 36739
58 560 77806
58 134 57960
58 19 65131
58 142 44741
58 944 62062
58 861 89774
58 614 16392
58 181 26903
58 556 54745
58 352 52374
58 346 42776
58 122 50497
58 197 52129
58 282 60546
58 243 71065
58 70 62188
58 425 25121
58 919 46339
58 922 48544
58 695 68537
58 589 90074
58 945 45361
58 824 65816
58 451 78931
58 586 64231
58 706 18368
58 900 45633
58 108 55262
58 709 76132
58 588 16473
58 935 86425
58 291 98229
58 801 43993
58 943 81989
58 394 60788
58 379 36129
58 840 76633
58 376 48583
58 662 49846
58 688 82093
58 402 84318
58 601 3245
58 189 21464
58 237 35230
58 813 81870
58 771 55362
58 305 26428
58 40 30121
58 88 78691
58 481 62322
58 789 61905
58 682 3568
58 867 51969
58 499 19368
58 674 95691
58 329 7130
58 20 16760
58 681 95190
58 869 59527
58 500 47098
58 125 51500
58 179 49103
58 175 17029
58 454 67837
58 619 56433
58 760 19457
58 820 19960
58 202 22273
58 538 67549
58 600 69850
58 60 707
58 745 61303
58 132 14785
58 163 81311
58 162 3528
58 283 19084
58 563 82313
58 535 39874
58 629 7460
58 847 35289
58 156 38702
58 121 54099
58 528 45055
59 200 6357
59 327 63051
59 47 62527
59 640 64860
59 868 88146
59 280 24076
59 290 35520
59 755 5790
59 267 88238
59 412 51704
59 161 68141
59 351 42149
59 112 68902
59 375 13599
59 166 45862
59 20 89692
59 617 99678
59 541 83510
59 515 70492
59 312 29233
59 927 58361
59 498 16844
59 478 76583
59 260 41183
59 269 28293
59 846 74839
59 554 85175
59 257 71248
59 631 53896
59 172 16231
59 668 2032
59 877 45385
59 799 9157
59 396 98950
59 918 549
59 82 6918
59 236 9286
59 427 55763
59 152 45193
59 530 63210
59 867 55323
59 802 43926
59 306 14491
59 204 55621
59 408 64986
59 514 61030
59 896 69634
59 214 1430
59 901 51660
59 29 74790
59 244 44913
59 565 43822
59 332 5468
59 953 89122
59 605 45585
59 665 24145
59 713 6730
59 866 41404
59 499 32299
59 882 22311
59 372 1579
59 789 80653
59 879 6105
59 818 66355
59 420 98812
59 599 39203
59 903 46979
59 221 11683
59 359 88431
59 912 48924
59 326 36601
59 65 49084
59 703 20054
59 657 82534
59 316 87437
59 197 25549
59 422 61619
59 828 84010
59 669 49398
59 431 53211
59 245 13183
59 52 49623
59 209 36288
59 548 79984
59 85 29835
59 567 68934
59 258 51937
59 162 68037
59 504 22115
59 128 26326
59 119 46460
59 821 35796
59 266 76480
59 308 1213
59 830 79194
59 56 30830
59 36 40695
59 259 74460
59 583 48320
59 135 98640
59 635 87081
59 707 51621
59 304 38391
59 838 15990
59 493 66172
59 9 92929
59 328 4294
59 500 84881
59 816 64915
59 86 92215
59 542 28865
59 757 43126
59 584 86290
59 71 23969
59 343 41401
59 872 51856
59 310 98870
59 114 83108
59 486 21422
59 916 22110
59 663 30245
59 50 41882
59 42 87717
59 763 63538
59 415 42672
59 198 12077
59 484 9946
59 118 49464
59 735 63446
59 235 41147
59 465 99574
59 913 75628
59 745 66513
59 544 44585
59 121 18102
59 585 16875
59 634 79275
59 909 57520
59 811 64996
59 871 40566
59 110 41006
59 444 7107
59 944 61071
59 383 44715
59 827 12655
59 951 57044
59 914 27255
59 774 26102
59 335 37024
59 826 84032
59 948 88279
59 895 21870
59 325 98066
59 949 20745
59 483 42103
59 576 87057
59 292 88753
60 508 25776
60 104 67820
60 168 7186
60 226 96647
60 428 6958
60 106 74877
60 67 4560
60 195 66296
60 406 8252
60 605 39182
60 544 22917
60 895 84578
60 474 94058
60 852 71892
60 607 2183
60 666 86939
60 674 83082
60 326 19088
60 343 96831
60 503 83431
60 277 23870
60 15 49339
60 410 54707
60 835 23579
60 151 96449
60 182 60479
60 839 7684
60 408 74132
60 319 74838
60 555 21244
60 807 10198
60 847 37683
60 798 79291
60 176 16250
60 650 5207
60 3 12612
60 332 74339
60 197 73857
60 941 10289
60 365 8355
60 444 9252
60 476 58806
60 430 46592
60 330 51380
60 235 11664
60 600 31153
60 80 97156
60 495 47843
60 473 58308
60 111 1622
60 275 80124
60 23 8942
60 845 8888
60 37 83507
60 58 12937
60 733 74968
60 827 93397
60 184 99414
60 932 77768
60 268 49289
60 833 94107
60 617 18486
60 241 77576
60 283 15928
60 720 50692
60 883 28513
60 285 40371
60 253 11458
60 248 36583
60 486 91847
60 286 52903
60 306 86318
60 806 3230
60 648 79745
60 624 89357
60 325 41098
60 618 52230
60 595 79689
60 133 25730
60 735 6311
61 34 34121
61 192 3958
61 887 43956
61 231 89800
61 380 52957
61 743 27210
61 36 21859
61 96 22750
61 462 68
61 245 26111
61 144 74794
61 806 39339
61 899 89399
61 223 85031
61 710 92381
61 702 12131
61 802 19592
61 688 63398
61 15 99079
61 672 3879
61 306 11664
61 701 85427
61 479 6410
61 100 33469
61 323 47092
61 79 66127
61 241 71189
61 556 81187
61 740 91535
61 944 21694
61 107 50051
61 166 26768
61 514 98967
61 571 49540
61 579 59714
61 684 66431
61 393 857
61 33 53955
61 274 92737
61 501 30096
61 357 79706
61 942 94417
61 390 18039
61 546 44184
61 12 74523
61 552 9840
61 275 32404
61 788 10566
61 378 43125
61 125 45766
61 455 29875
61 648 6919
61 167 80405
61 528 54350
61 694 80999
61 797 45672
61 535 97018
61 456 44302
61 138 48394
61 862 40981
61 584 54362
61 148 63841
61 105 36483
61 267 50864
61 247 98797
61 195 92448
61 497 27821
61 502 99291
61 443 78696
61 26 82966
61 220 73697
61 833 97159
61 412 27743
61 604 6484
61 881 84821
61 660 68599
61 19 80314
61 772 39419
61 55 84688
61 813 95053
61 122 38254
61 296 93056
61 63 97362
61 746 50536
61 905 45174
61 529 9366
61 449 74935
61 563 20589
61 187 22183
61 332 74966
61 446 70421
61 419 12214
61 585 86432
61 112 121
61 654 29440
61 379 1687
61 791 2684
61 326 37940
61 341 99197
61 845 45411
62 340 20345
62 328 39994
62 211 98083
62 531 9432
62 191 32175
62 165 17429
62 274 67494
62 447 74838
62 99 60120
62 24 67015
62 844 81365
62 8 98455
62 800 77305
62 253 10835
62 851 65044
62 618 41080
62 435 25527
62 318 19854
62 809 59179
62 511 45177
62 657 26699
62 262 66070
62 120 9637
62 455 59520
62 642 19588
62 852 46623
62 818 20994
62 917 98712
62 865 48357
62 445 36324
62 507 59173
62 762 31492
62 935 91179
62 515 24661
62 855 13333
62 597 58061
62 508 65145
62 296 34222
62 374 65037
62 725 77240
62 37 52978
62 355 1928
62 529 85290
62 446 72269
62 295 26537
62 11 79750
62 761 18698
62 790 3113
62 660 78937
62 459 60233
62 303 30313
62 47 32299
62 840 42423
62 364 86589
62 20 92964
62 83 24787
62 757 4041
62 792 36264
62 397 43704
62 534 55679
62 936 49828
62 539 88654
62 244 63020
62 412 94754
62 487 52242
62 391 66928
62 18 89631
62 407 94362
62 541 98449
62 878 72216
62 785 61129
62 497 53705
62 86 56419
62 682 87202
62 500 31204
62 100 3067
62 687 94660
62 152 82261
62 775 32541
62 641 32339
62 360 48351
62 859 83687
62 277 31196
62 42 86387
62 129 75349
62 304 37408
62 430 34349
62 63 30135
62 443 61339
62 161 13322
62 868 91792
62 837 57334
62 502 70285
62 293 30865
62 686 99049
62 596 55104
62 408 94029
62 799 24851
62 337 77432
62 206 52085
62 116 12027
62 919 23418
62 335 47061
62 302 496
62 806 74484
62 735 53730
62 512 24879
62 925 16186
62 949 10013
62 284 20792
62 646 81480
62 261 13558
62 768 39673
62 927 92861
62 371 11507
62 918 17979
62 431 49664
62 344 88015
62 312 23617
62 46 91269
62 612 43795
62 625 96504
62 743 14698
62 905 42931
62 107 69598
62 516 26600
62 411 50654
62 895 86699
62 32 89382
62 436 50022
62 213 56245
62 830 41839
62 569 68719
62 535 55958
62 121 28958
62 884 9802
62 166 30444
62 794 4614
62 233 78850
62 885 2023
62 77 87323
62 427 34615
62 65 73015
62 97 46460
62 946 83566
62 807 85042
62 201 51545
62 495 8336
62 599 90358
62 847 30430
62 814 71523
62 557 58887
62 78 17160
62 148 32273
62 332 85018
62 546 90882
62 912 53430
62 503 60621
62 198 62904
62 861 4539
62 598 18696
62 570 36283
62 451 15559
62 416 54314
62 482 60809
62 633 36761
62 387 6814
62 593 15154
62 162 52271
62 910 94703
62 675 2635
62 56 38292
62 367 86257
62 824 28359
62 439 65115
62 409 71982
62 753 75339
62 346 44606
62 257 43461
62 378 75953
62 914 97354
62 182 88156
62 673 42331
62 315 81878
62 795 85629
62 454 17513
62 533 73641
62 931 84844
62 252 53940
62 280 69380
62 217 60637
63 562 5243
63 614 51227
63 292 70650
63 480 48966
63 231 39898
63 416 41261
63 413 94655
63 941 38114
63 136 69688
63 714 73457
63 586 38342
63 156 21625
63 199 71695
63 812 4502
63 262 44197
63 143 21733
63 210 55090
63 806 55155
63 907 31855
63 735 95196
63 72 56444
63 691 44341
63 491 4162
63 745 23395
63 612 63507
63 804 26983
63 334 30958
63 777 53322
63 885 48519
63 198 32972
63 573 39745
63 658 74857
63 738 76719
63 91 53276
63 723 50483
63 636 96677
63 665 1278
63 207 90728
63 931 56174
63 591 11992
63 384 27324
63 715 54231
63 209 20284
63 57 77286
63 220 81726
63 928 77868
63 355 97664
63 382 49007
63 70 99087
63 710 99307
63 396 89198
63 645 69703
63 140 94612
63 575 6544
63 389 12355
63 438 89098
63 684 11981
63 580 16248
63 258 24997
63 217 58924
63 1 20997
63 874 25341
63 841 40282
63 864 48989
63 440 26233
63 765 25756
63 106 77270
63 916 90226
63 860 37075
63 520 99103
64 131 11083
64 304 41170
64 902 71046
64 886 76206
64 167 8781
64 270 3093
64 702 90848
64 549 94423
64 378 70824
64 557 78785
64 18 6734
64 716 2016
64 572 21515
64 883 48393
64 20 73395
64 528 49017
64 798 20613
64 700 18111
64 44 61619
64 142 69411
64 493 61234
64 610 32185
64 349 33446
64 152 5111
65 589 83895
65 16 79156
65 611 91624
65 934 36699
65 684 38866
65 11 39309
65 239 26161
65 445 66746
65 740 58248
65 875 94317
65 260 60518
65 791 30149
65 502 29603
65 781 82817
65 944 3692
65 585 44983
65 330 93046
65 823 19122
65 402 30964
65 932 50583
66 823 89892
66 515 75476
66 342 82707
66 531 4628
66 433 18843
66 599 17979
66 429 87340
66 707 45864
66 739 66519
66 259 5964
66 806 79759
66 192 79353
66 587 29022
66 735 67565
66 872 30956
66 713 50508
66 645 69707
66 532 67227
66 667 50510
66 253 26227
66 818 45397
66 233 85613
66 691 44259
66 561 51360
66 207 82605
66 219 13437
66 583 83575
66 393 15316
66 351 73162
66 415 30141
66 803 52977
66 57 41315
66 209 39336
66 169 75096
66 577 13098
66 902 75548
66 81 78232
66 496 23933
66 47 25341
66 889 65971
66 802 65318
66 194 19363
66 445 88547
66 409 94193
66 522 50261
66 110 82176
66 877 21333
66 626 25920
66 888 66864
66 143 35041
66 341 36325
66 778 19924
66 637 52114
66 819 84605
66 840 2264
66 607 13842
66 859 31519
66 427 89008
66 773 80448
66 65 66395
66 128 58857
66 810 86113
66 836 64747
66 475 18494
66 271 28677
66 602 83158
66 255 57963
66 825 4616
66 618 86058
66 548 8841
66 552 44856
66 130 2287
66 529 66069
66 855 73131
66 593 61708
66 344 52895
66 663 49466
66 581 15018
66 42 65603
66 563 37845
67 211 37355
67 524 66657
67 328 87239
67 875 91387
67 952 34416
67 518 55325
67 203 9923
67 742 57195
67 206 95021
67 505 70716
67 606 75256
67 659 92824
67 462 49904
67 754 58499
67 334 31331
67 391 18644
67 593 29802
67 682 90366
67 247 27228
67 768 43861
67 556 89388
67 458 69121
67 637 21076
67 671 24670
67 390 65029
67 838 92159
67 937 46624
67 195 78468
67 446 6476
67 572 55209
67 953 94835
67 678 43124
67 59 18403
67 96 48345
67 86 94152
67 452 21057
67 681 60133
67 491 80378
67 152 73815
67 874 81797
67 800 57518
67 341 66020
67 37 55712
67 450 62135
67 550 13967
67 700 28634
67 772 74873
67 6 43792
67 512 42003
67 675 96274
67 536 42305
67 365 84084
67 103 95759
67 141 43950
67 158 53349
67 151 22714
67 617 73427
67 760 79554
67 87 77581
67 308 72761
67 347 15010
67 791 81340
67 692 64782
67 74 97113
67 778 49970
67 846 75641
67 802 27067
67 503 11063
67 801 8750
67 705 13462
67 252 52901
67 338 30481
67 255 21489
67 728 6408
67 881 4017
67 239 60225
67 785 2793
67 369 62910
67 148 79914
67 723 52108
67 882 10837
67 423 64738
67 287 99797
67 893 27904
67 738 16705
67 79 8202
67 228 77428
67 506 43603
67 925 92142
67 93 41300
67 799 21903
67 571 37569
67 727 55663
67 177 3251
67 318 85110
67 105 70114
67 628 5442
67 922 19418
67 725 8080
67 161 5426
67 733 58580
67 340 68487
67 304 97001
67 563 4594
67 284 45698
67 82 98743
67 385 27660
67 499 747
67 113 78527
67 546 61349
67 484 52055
67 370 34903
67 668 135
67 110 69815
67 266 14642
67 30 94815
67 539 74444
67 92 8107
67 442 40281
67 47 9743
67 824 71900
67 698 95594
67 696 46821
67 629 88549
67 789 22760
67 270 74960
67 27 59537
67 303 32364
67 376 65252
67 463 6832
67 594 66829
67 557 49442
67 531 17760
67 888 6571
67 41 37729
67 13 87473
67 709 99583
67 767 16950
67 752 4822
67 686 53664
67 139 52915
67 790 37501
67 455 24977
67 432 55913
67 833 13604
67 897 67102
67 25 56742
67 565 77420
67 271 43415
67 496 37098
67 305 7828
67 828 90550
67 868 28503
67 235 2762
67 394 91792
67 162 55022
67 422 49972
67 434 9461
67 509 32640
67 591 27643
67 137 82938
67 478 16554
67 660 86306
67 285 64031
67 153 23034
67 844 51613
67 375 1213
67 687 43503
67 428 27084
67 879 38647
67 573 84566
67 943 25743
67 410 84897
67 193 86940
67 911 80466
67 130 50305
67 616 12581
67 337 99725
67 444 63446
67 701 80246
67 317 90646
67 221 85783
67 32 99611
67 387 17565
67 357 97184
67 690 57855
67 744 8479
67 876 7672
67 192 97999
67 379 84869
67 515 19893
67 189 5791
67 262 51590
67 780 55262
67 124 53562
67 514 10598
67 405 61741
67 218 65198
67 930 84753
67 938 18053
67 825 1798
67 24 14581
67 674 16403
67 632 26727
67 878 394
67 178 18072
67 217 63110
67 859 87500
67 653 82250
67 779 48290
67 231 10030
67 320 78756
67 920 59
67 877 58523
67 380 85045
67 393 68965
67 689 36651
67 551 11125
67 949 13264
67 398 41354
67 269 37017
67 170 77258
67 331 43979
67 481 29052
67 386 679
67 812 93628
68 45 62750
68 509 62484
68 318 18916
68 905 16637
68 756 1360
68 248 10760
68 872 72016
68 63 52281
68 812 77358
68 629 97760
68 216 21647
68 891 87663
68 416 6561
68 697 82632
68 208 36728
68 825 39618
68 645 30797
68 448 83162
68 720 10604
68 400 22538
68 749 95449
68 99 90649
68 559 71648
68 858 92119
68 399 28043
68 51 46916
68 431 12070
68 684 75157
68 138 5498
68 941 52884
68 904 11360
68 270 63567
68 881 88611
68 953 38645
68 848 47602
68 424 53281
68 597 72086
68 382 23482
68 241 60991
68 317 29491
68 169 62069
68 855 21089
68 715 62586
68 535 85190
68 285 8129
68 622 29550
68 262 15715
68 592 10700
68 536 39844
68 598 52595
68 870 26877
68 1 63198
68 352 82508
68 430 18631
68 159 48882
68 326 81295
68 6 87540
68 407 82568
68 700 28315
68 942 27154
68 689 42888
68 307 67331
68 201 79896
68 799 19283
68 81 27323
68 628 54718
68 275 45122
68 224 93552
68 498 97075
68 828 9057
68 60 25585
68 478 32278
68 49 66935
68 366 2205
68 503 21893
68 164 85816
68 565 34719
68 173 17314
68 52 16513
68 42 27219
68 587 25608
68 123 82153
68 562 65656
68 549 84989
68 913 14265
68 567 37067
68 837 48463
68 95 84980
68 624 35135
68 78 64465
68 788 74732
68 406 40206
68 568 80428
68 545 51055
68 109 58528
68 213 61420
68 427 57121
68 337 31774
68 714 80026
68 393 1639
68 644 24463
68 864 15195
68 876 22109
68 126 15702
68 412 52886
68 801 98829
68 84 82513
68 80 92358
68 497 1642
68 223 83126
68 738 91419
68 397 42173
68 796 60686
68 786 24736
68 516 67038
68 193 89466
68 23 74991
68 603 48913
68 830 30851
68 823 97476
68 760 11241
68 669 78568
68 398 43671
68 698 54514
68 862 89318
68 484 85476
68 37 55460
68 435 75760
68 926 52013
68 105 72851
68 367 57794
68 518 19075
68 532 44020
68 94 56771
68 757 26215
68 596 69742
68 873 59942
68 863 26660
68 570 6901
68 752 69174
68 472 55049
68 340 46720
68 778 69558
68 291 97909
68 769 16010
68 625 95164
68 418 14455
68 212 78121
68 335 71435
68 763 88018
68 277 1415
68 242 32939
68 442 40350
68 461 72912
68 413 49482
68 908 34156
68 765 75119
68 946 27637
68 422 95176
68 401 45081
68 59 45873
68 166 61031
68 67 96611
68 725 65792
68 333 32016
68 21 80477
68 780 2587
68 104 4452
68 767 22423
68 312 7020
68 730 61858
68 76 2135
68 800 30495
68 866 20721
68 894 90419
68 252 49849
68 895 7087
68 441 4956
68 527 22206
68 278 21655
68 861 77166
68 467 57793
68 542 9133
68 658 96580
68 139 554
68 576 42688
68 462 99345
68 101 1115
68 89 18923
68 556 28549
68 240 57607
68 588 29924
68 907 73750
68 723 23309
68 355 3848
68 611 37862
68 231 16413
68 493 90270
68 813 79498
68 693 18268
68 816 27450
69 917 28564
69 211 80714
69 801 68626
69 316 69837
69 472 52999
69 559 8583
69 732 89308
69 911 64205
69 327 74551
69 520 38897
69 81 32466
69 146 17394
69 886 663
69 840 41245
69 881 60837
69 104 44326
69 880 82038
69 22 80977
69 318 47785
69 251 34225
69 96 94332
69 592 93056
69 200 62368
69 594 731
69 132 5503
69 400 78934
69 302 36691
69 18 94993
69 946 92451
69 872 64094
69 798 46436
69 762 66080
69 920 14357
69 239 94091
69 883 19286
69 9 21169
69 148 79661
69 248 12651
69 807 1152
69 223 46291
69 537 57400
69 585 92384
69 949 52411
69 788 88376
69 428 75910
69 799 14341
69 431 14953
69 494 26987
69 376 10594
69 232 64971
69 706 91317
69 591 31651
69 48 41374
69 259 38472
69 579 29239
69 848 68223
69 323 6313
69 574 41702
69 474 81846
69 743 63509
69 82 72659
69 806 92958
69 260 40474
69 951 15316
69 650 98920
69 900 15533
69 490 57621
69 282 10554
69 569 19361
69 26 61248
69 459 79900
69 116 24568
69 386 94951
69 842 71916
69 789 18951
69 157 69624
69 785 16045
69 749 64555
69 97 77516
69 892 44350
69 609 70061
69 846 33668
69 240 62343
69 261 11197
69 805 56964
69 374 40205
69 815 26319
69 180 94595
69 674 67857
69 433 6039
69 435 58350
69 677 12237
69 215 92953
69 682 37374
69 150 11967
69 448 18805
69 916 40421
69 415 30603
69 354 37449
69 496 11619
69 475 38667
69 169 32869
69 353 77278
69 120 54453
69 797 21185
69 123 99573
69 808 31854
69 852 64774
69 773 42060
69 856 7217
69 291 27127
69 329 1515
70 804 40181
70 145 9438
70 299 8280
70 420 98794
70 373 7705
70 470 34591
70 135 98034
70 662 68712
70 887 65488
70 52 48971
70 760 10909
70 61 42332
70 936 49755
70 692 51426
70 883 58201
70 96 87341
70 561 19897
70 494 66382
70 663 31921
70 874 33504
70 720 94593
70 95 67226
70 288 38448
70 197 50298
70 606 7644
70 419 29956
70 405 1857
70 147 23014
70 282 23185
70 310 92509
70 451 12299
70 378 40007
70 85 53963
70 919 67238
70 665 80474
70 687 85098
70 775 48629
70 502 71075
70 452 17740
70 328 7197
70 701 98930
70 650 91710
70 909 49566
70 57 86772
70 753 12290
70 375 15979
70 294 98376
70 190 73135
70 670 62372
70 886 70925
70 41 73816
70 574 34264
70 90 24697
70 645 523
70 567 2924
70 362 91832
70 65 23307
70 521 57943
70 545 57883
70 830 92888
70 695 29905
70 144 24947
70 220 55450
70 435 51473
70 457 68246
70 836 84413
70 15 68082
70 626 76057
70 880 77187
70 523 80525
70 556 61021
70 571 85145
70 33 12387
70 747 91512
70 393 93110
70 899 67270
70 729 28681
70 515 94175
70 315 37182
70 540 38924
70 845 5224
70 891 93204
70 140 8312
70 636 9315
70 208 66208
70 772 35047
70 177 28305
70 672 62482
70 716 14575
70 816 32037
70 164 86802
70 529 72594
70 69 50753
70 367 61708
70 516 81596
70 906 7391
70 655 97266
71 219 6580
71 493 73852
71 691 68950
71 481 41075
71 854 79912
71 723 20068
71 432 30154
71 410 37057
71 214 33049
71 69 12916
71 162 14003
71 729 98797
71 347 21780
71 153 91127
71 513 13944
71 237 87736
71 556 94124
71 235 5225
71 934 62178
71 652 49668
71 143 68095
71 269 42700
71 11 58337
71 663 90394
71 428 24620
71 293 88453
71 265 35136
71 238 29060
71 296 9901
71 810 27100
71 522 34243
71 741 27990
71 901 87872
71 87 79917
71 872 67405
71 273 48646
71 629 42108
71 494 57001
71 785 16148
71 599 88048
71 788 84493
71 880 75965
71 6 96453
71 471 92895
71 434 25209
71 871 62900
71 301 34829
71 125 4170
71 561 56806
71 771 89101
71 710 46373
71 302 76060
71 511 61795
71 786 37980
71 879 13158
71 483 35061
71 369 18878
71 574 33631
71 454 16049
71 436 54387
71 418 46519
71 889 17061
71 893 24527
71 727 36750
71 867 21667
71 514 79949
71 770 5574
71 764 63718
71 175 52389
71 79 85931
71 211 90877
71 828 98475
71 582 52843
71 874 51032
71 142 72132
71 299 40867
71 817 11600
71 852 10421
71 618 79430
71 61 90551
71 315 32829
71 255 48332
71 407 44946
71 613 98307
71 516 5276
71 166 1135
71 900 5398
71 437 20659
71 248 30484
71 474 98172
71 457 1943
71 56 37136
71 910 78242
71 890 83370
71 840 66943
71 353 55643
71 144 87304
71 387 30626
71 256 86200
71 612 82540
71 931 70153
71 869 29874
71 784 52453
71 635 1988
71 320 55208
71 371 65373
71 336 5233
71 228 37425
71 529 54307
71 797 46401
71 156 65748
71 501 21350
71 554 89965
71 52 17303
71 726 64915
71 927 74040
71 601 92047
71 564 36037
71 173 85757
71 186 66509
71 475 36983
71 526 74408
71 180 91236
71 503 15490
71 946 32349
71 72 57668
71 249 8575
71 759 52111
71 132 22187
71 462 62319
71 373 7763
71 732 72328
71 706 49403
71 73 32547
71 307 69768
71 611 4976
71 433 35415
71 27 58555
71 578 25736
71 350 33766
71 657 71508
71 809 49628
71 442 46385
71 151 43005
71 167 64018
71 70 70852
71 608 86872
71 31 71300
71 461 79632
71 682 13092
71 824 62252
71 60 89489
71 838 1370
71 948 83767
71 319 15127
71 499 38136
71 670 74807
71 165 25268
71 818 44628
71 766 13799
71 297 24906
71 298 67362
71 637 94221
71 332 76823
71 388 41981
71 80 72655
71 68 21780
71 148 1205
71 803 48668
71 712 28179
71 92 83636
71 605 17855
71 590 11222
71 684 76894
71 197 4526
71 53 56147
71 378 2859
71 536 15633
71 383 16408
71 182 65889
71 308 59309
71 758 66647
